Human,Mice
PIAS4,Pias4
ANKIB1,Ankib1
UBXN1,Ubxn1
SLC6A12,Slc6a12
SULT2B1,Sult2b1
SRP9,Srp9
MYO16,Myo16
TSKS,Tsks
CYP21A2,Cyp21a1
PTGES2,Ptges2
RBM19,Rbm19
PDE4D,Pde4d
PLTP,Pltp
PLN,Pln
YBX3,Ybx3
RPP14,Rpp14
UBR7,Ubr7
MALT1,Malt1
RRP7A,Rrp7a
MTMR9,Mtmr9
EVC,Evc
DTYMK,Dtymk
SEC24A,Sec24a
RPS6KA2,Rps6ka2
ETS1,Ets1
KLHL14,Klhl14
SCUBE2,Scube2
DOK3,Dok3
ANKRD9,Ankrd9
SIRT2,Sirt2
CEACAM20,Ceacam20
DDX58,Ddx58
ATXN10,Atxn10
FAM135A,Fam135a
DNALI1,Dnali1
PMS1,Pms1
C6orf163,Gm136
DNAL4,Dnal4
DHTKD1,Dhtkd1
CFAP74,Cfap74
LGI3,Lgi3
KCNJ6,Kcnj6
MYCL,Mycl
BPIFB3,Bpifb3
APOA5,Apoa5
ZNF800,Zfp800
ROCK1,Rock1
CYR61,Cyr61
NEXN,Nexn
OR5T2,Olfr1086
DGKE,Dgke
LNP1,Gm19797
LAMP5,Lamp5
COL4A6,Col4a6
FMR1NB,Fmr1nb
COX11,Cox11
OTUD4,Otud4
TMEM138,Tmem138
SYNDIG1L,Syndig1l
P3H2,P3h2
OTUD3,Otud3
SNAP23,Snap23
ACO2,Aco2
H2AFB2,Gm14920
ATP13A2,Atp13a2
KLHDC1,Klhdc1
KIF16B,Kif16b
ZNF202,Zfp202
CDK13,Cdk13
SPAG4,Spag4
TMEM136,Tmem136
PON1,Pon1
MED1,Med1
CCDC69,Ccdc69
TRIM25,Trim25
IFT20,Ift20
MIR105-2,Mir105
NIPSNAP3A,Nipsnap3b
CYP26B1,Cyp26b1
DCLK2,Dclk2
GADD45G,Gadd45g
EPS8L2,Eps8l2
ZCCHC6,Zcchc6
STRN4,Strn4
DNAH11,Dnah11
ZNRF2,Znrf2
ABL2,Abl2
C8orf44-SGK3,Sgk3
CREBBP,Crebbp
CLPTM1,Clptm1
KBTBD12,Kbtbd12
KMT2D,Kmt2d
KCTD5,Kctd5
NELL2,Nell2
YOD1,Yod1
CANX,Canx
EFHD2,Efhd2
CHRNA6,Chrna6
HGSNAT,Hgsnat
DNMT3L,Dnmt3l
F13A1,F13a1
UBD,Ubd
MIR27A,Mir27a
ODF4,Odf4
C15orf65,Ccpg1os
SOGA1,Soga1
MAP4K2,Map4k2
GPATCH3,Gpatch3
CTSD,Ctsd
MAP1S,Map1s
TBX6,Tbx6
SLC25A35,Slc25a35
HRNR,Hrnr
PLBD2,Plbd2
RAB11B,Rab11b
FOXB2,Foxb2
TWF1,Twf1
WAS,Was
ZNF25,Zfp9
DAG1,Dag1
GAB1,Gab1
FRZB,Frzb
PRMT9,Prmt10
ZUFSP,Zufsp
GNAI1,Gnai1
RERG,Rerg
LAMB1,Lamb1
ALDH1B1,Aldh1b1
PRKCH,Prkch
TRIQK,Triqk
CHD1,Chd1
ACOT1,Acot3
TNFAIP8,Tnfaip8
RF02105,Gm27845
SDR42E2,Gm5737
LILRA6,Lilra6
TMEM125,Tmem125
AADAC,Aadac
ELMO2,Elmo2
GPX1,Gpx1
ASPH,Asph
SLC5A11,Slc5a11
HOXA6,Hoxa6
SSBP3,Ssbp3
AFM,Afm
LRRC24,Lrrc24
RNF32,Rnf32
MTHFR,Mthfr
TCHH,Tchh
AK4,Ak4
FRRS1,Frrs1
CNTNAP3,Cntnap3
KRTAP2-4,Gm11938
KMT2A,Kmt2a
CCDC196,Gm6657
COX20,Cox20
KCNK15,Kcnk15
HSD17B13,Hsd17b13
SLC35B2,Slc35b2
RF01978,Gm27868
PHRF1,Phrf1
CNGA2,Cnga2
SEPT3,Sept3
ILDR1,Ildr1
ATP6AP2,Atp6ap2
TSR3,Tsr3
C1orf189,1700094D03Rik
TEX26,Tex26
GGA2,Gga2
PPP1R14D,Ppp1r14d
TUBA1B,Tuba1b
MUC6,Muc6
RPS4Y1,Rps4x
COX18,Cox18
CARHSP1,Carhsp1
RF00212,Gm23615
GABRG1,Gabrg1
MOV10,Mov10
ABCD1,Abcd1
SLC37A1,Slc37a1
ZFP82,Zfp82
HES7,Hes7
PSME4,Psme4
C21orf58,2610028H24Rik
IL17RE,Il17re
HLA-DOA,H2-Oa
NRDE2,Nrde2
OR2G6,Olfr1383
XKR5,Xkr5
SULF1,Sulf1
SMPD4,Smpd4
TMPRSS11D,Tmprss11d
P2RX1,P2rx1
FAM104B,Fam104a
SMPD1,Smpd1
CD46,Cd46
METTL14,Mettl14
SCAP,Scap
LIX1,Lix1
SLC35G2,Slc35g2
ZSWIM6,Zswim6
SEPT14,Sept14
RTP3,Rtp3
SLCO4C1,Slco4c1
SNORD114-24,Gm25224
ADCY1,Adcy1
ALDH7A1,Aldh7a1
ANO3,Ano3
SNORA5C,Snora5c
RNU1-14P,Gm22155
KLHL21,Klhl21
POMGNT1,Pomgnt1
STAT3,Stat3
KAZALD1,Kazald1
REXO2,Rexo2
RPP25,Rpp25
BACH1,Bach1
RNU6ATAC23P,Gm25309
TMEM271,Gm42517
CEP63,Cep63
COL14A1,Col14a1
SNORD63,Gm26109
CCDC15,Ccdc15
TF,Trf
C2orf81,1700003E16Rik
PLA2G4F,Pla2g4f
GON7,Gon7
FRY,Fry
TAS2R3,Tas2r137
ESRP2,Esrp2
HPRT1,Hprt
TTK,Ttk
SERTM2,A730046J19Rik
PJVK,Pjvk
LRRC75B,Lrrc75b
SAFB,Safb
GNB1L,Gnb1l
OR6K3,Olfr424
TULP4,Tulp4
SNORD14E,Snord14e
MXRA8,Mxra8
RBP1,Rbp1
PSMD9,Psmd9
ZNF644,Zfp644
KCTD4,Kctd4
HS3ST4,Hs3st4
AMACR,Amacr
LRSAM1,Lrsam1
CTXN1,Ctxn1
CENPJ,Cenpj
PPIP5K2,Ppip5k2
LCA5,Lca5
MIR363,Mir363
GZMB,Gzmb
DUOXA1,Duoxa1
CLTC,Cltc
PIK3R4,Pik3r4
REST,Rest
ELMOD2,Elmod2
PHTF1,Phtf1
AMTN,Amtn
NUDT3,Nudt3
ZNF449,Zfp449
PFKFB4,Pfkfb4
ATG2A,Atg2a
ALOX12B,Alox12b
CCN5,Ccn5
MIR101-1,Mir101a
ELOVL3,Elovl3
COL6A3,Col6a3
TYR,Tyr
AL034430.2,AL731706.2
B3GNT6,B3gnt6
PRDM8,Prdm8
UGT1A7,Ugt1a9
GALNT14,Galnt14
FABP5,Fabp5
LPIN1,Lpin1
OR10K2,Olfr370
GPRIN3,Gprin3
MYO1E,Myo1e
ARHGAP23,Arhgap23
KLF18,Zfp352
TMEM35A,Tmem35a
CYP17A1,Cyp17a1
SMCO2,Smco2
RNU6-1304P,Gm25323
CDK2AP2,Cdk2ap2
LYSMD1,Lysmd1
DEFB105A,Defb12
PTAR1,Ptar1
POMT1,Pomt1
DUOX2,Duox2
RBL2,Rbl2
DENND1C,Dennd1c
EYA2,Eya2
ZNF14,Gm5595
APP,App
FAM98C,Fam98c
SEPT8,Sept8
PIN4,Pin4
RPRD2,Rprd2
RPL29,Rpl29
LHX4,Lhx4
SNORD127,Gm25970
B3GALT4,B3galt4
SAMD12,Samd12
APH1A,Aph1a
ALX1,Alx1
ITGB2,Itgb2
USP46,Usp46
KLC4,Klc4
PARP10,Parp10
TPM1,Tpm1
ARHGEF4,Arhgef4
PCDH10,Pcdh10
ZHX2,Zhx2
MIPOL1,Mipol1
LYSMD3,Lysmd3
FKBP3,Fkbp3
TAF8,Taf8
PITPNB,Pitpnb
SLAMF9,Slamf9
TRAPPC4,Trappc4
PTPN11,Ptpn11
RNU6-926P,Gm22796
DPM3,Dpm3
MYMK,Mymk
SIX4,Six4
TRIM23,Trim23
PLPPR1,Plppr1
TMCC2,Tmcc2
SELENBP1,Selenbp1
TP53,Trp53
DPY19L4,Dpy19l4
TLX2,Tlx2
NTN4,Ntn4
HOXD8,Hoxd8
CPT2,Cpt2
GUCY1A1,Gucy1a1
SLC2A6,Slc2a6
CALHM6,Calhm6
C6orf203,1700021F05Rik
ARPC5L,Arpc5l
LRRC73,Lrrc73
PTPRC,Ptprc
IQCF3,Iqcf3
SYT6,Syt6
CUBN,Cubn
SLC22A16,Slc22a16
OR2M3,Olfr164
UBE2M,Ube2m
RN7SKP297,Gm22668
SAMD15,Samd15
PP2D1,Pp2d1
GKAP1,Gkap1
MICU3,Micu3
APTX,Aptx
PGD,Pgd
GPHA2,Gpha2
RASL12,Rasl12
KHNYN,Khnyn
LSG1,Lsg1
TMPRSS13,Tmprss13
MIR223,Mir223
CEP89,Cep89
SIX1,Six1
VSIR,Vsir
PSMB8,Psmb8
CIB1,Cib1
FCGR3B,Fcgr4
PGGT1B,Pggt1b
CTNNBIP1,Ctnnbip1
ZNRF1,Znrf1
TMEM161B,Tmem161b
ISL1,Isl1
ZNF318,Zfp318
GLDC,Gldc
TRIM13,Trim13
CTAGE5,Ctage5
VPS13C,Vps13c
COPRS,Coprs
FEV,Fev
AQP5,Aqp5
SRGN,Srgn
ITIH6,Itih5l-ps
SLC43A1,Slc43a1
GSTM3,Gstm5
MIR431,Mir431
MFSD10,Mfsd10
MIR133A1,Mir133a-1
ARSK,Arsk
OGDH,Ogdh
POMK,Pomk
GEMIN4,Gemin4
TNRC6B,Tnrc6b
POGLUT1,Poglut1
C4orf19,0610040J01Rik
VGF,Vgf
AKAP5,Akap5
EEF1A2,Eef1a2
PMM2,Pmm2
BLVRA,Blvra
METAP1D,Metap1d
OPN1SW,Opn1sw
CYP11A1,Cyp11a1
ABCG1,Abcg1
RBBP5,Rbbp5
IQCK,Iqck
OR5K1,Olfr173
AVPR1B,Avpr1b
EXOG,Exog
RNPEPL1,Rnpepl1
CLDN23,Cldn23
TMEM218,Tmem218
DIS3,Dis3
SLC4A1,Slc4a1
LACC1,Lacc1
SOX4,Sox4
FHL1,Fhl1
FMR1,Fmr1
IL36RN,Il1f5
POLR2E,Polr2e
CCDC166,Ccdc166
RIN1,Rin1
FBXL13,Fbxl13
ACAD8,Acad8
KIAA1161,AI464131
MIR200C,Mir200c
PAM,Pam
SNORC,Snorc
UBE2D4,Ube2d2b
CYP2C8,Cyp2c38
DEFB129,Defb23
BTC,Btc
TMEM68,Tmem68
LYZL1,Lyzl1
PKP4,Pkp4
CHMP1B,Chmp1b
GABRR3,Gabrr3
SPTLC2,Sptlc2
CLEC10A,Mgl2
FGD6,Fgd6
BCL2L11,Bcl2l11
AFF3,Aff3
ALOXE3,Aloxe3
SEC11C,Sec11c
AP000812.5,Lrrc51
NEK2,Nek2
OR52B4,Olfr547
C1orf194,1700013F07Rik
RNU6-71P,Gm27342
LRRC74B,Lrrc74b
DNAJC4,Dnajc4
CHRND,Chrnd
EHBP1L1,Ehbp1l1
INHA,Inha
RNU6-782P,Gm22929
HLA-DQA1,H2-Aa
SCIN,Scin
NLRP2,Nlrp2
TNMD,Tnmd
PDCD10,Pdcd10
OR51T1,Olfr574
TRIM21,Trim21
NXPH1,Nxph1
DIS3L2,Dis3l2
SPDL1,Spdl1
TMEM214,Tmem214
UQCRQ,Uqcrq
PCDHA4,Pcdha4
SH3GL3,Sh3gl3
NEU1,Neu1
DBR1,Dbr1
SIX2,Six2
CCNJ,Ccnj
NAPRT,Naprt
RIOK1,Riok1
CALCA,Calca
ZFAND6,Zfand6
RN7SKP89,Gm23624
TMEM86B,Tmem86b
PIPOX,Pipox
ATP5G1,Atp5g1
PGLYRP2,Pglyrp2
MAU2,Mau2
AIRE,Aire
PLK2,Plk2
RAG2,Rag2
C12orf71,1700034J05Rik
PRSS23,Prss23
FAM161A,Fam161a
SSR2,Ssr2
TFDP1,Tfdp1
IGSF10,Igsf10
HCST,Hcst
OR4B1,Olfr32
AMPD3,Ampd3
ICA1,Ica1
PHB2,Phb2
FES,Fes
FBXO10,Fbxo10
BHMT,Bhmt
OR2D3,Olfr716
CDK5RAP3,Cdk5rap3
SEMA6C,Sema6c
PGBD1,Pgbd1
SUPT3H,Supt3
ST3GAL2,St3gal2
SYDE2,Syde2
PIK3CA,Pik3ca
CXorf66,Gm7073
AP3B2,Ap3b2
NLE1,Nle1
PRTN3,Prtn3
SASH3,Sash3
PSME2,Psme2
INTS12,Ints12
ZC2HC1A,Zc2hc1a
TRAF1,Traf1
RANBP10,Ranbp10
LPAR3,Lpar3
ZDHHC12,Zdhhc12
OPALIN,Opalin
RNU6-213P,Gm26449
ZCCHC10,Zcchc10
SEC14L1,Sec14l1
SNORD96A,Snord96a
EPB41L2,Epb4.1l2
SUSD1,Susd1
AGTR2,Agtr2
TBATA,Tbata
ENOPH1,Enoph1
SYNPO,Synpo
SULT2A1,Sult2a1
HMG20B,Hmg20b
PATE1,Gm17252
LAT,Lat
STK40,Stk40
BAG2,Bag2
SLC13A2,Slc13a2
RNU6-351P,Gm24962
PNMA5,Pnma5
SESTD1,Sestd1
RPL19,Rpl19
HOXA7,Hoxa7
MIR337,Mir337
ULBP1,Ulbp1
PKD2,Pkd2
FBXO3,Fbxo3
ASF1A,Asf1a
H3F3B,H3f3b
DPH7,Dph7
CDKN1C,Cdkn1c
NDUFAF1,Ndufaf1
RETREG3,Retreg3
FBLL1,Fbll1
SNORD111,Snord111
MOB3C,Mob3c
C1orf27,BC003331
PHF2,Phf2
UCN,Ucn
DPF1,Dpf1
FBXO41,Fbxo41
RPE,Rpe
PXDC1,Pxdc1
SIX5,Six5
PAXBP1,Paxbp1
TTC6,Ttc6
PTP4A3,Ptp4a3
TRIM43B,Trim43b
SC5D,Sc5d
EGF,Egf
MLF2,Mlf2
TEP1,Tep1
SNORA15,Snora15
PEX16,Pex16
HIC1,Hic1
FBXO21,Fbxo21
TUSC2,Tusc2
NKAIN4,Nkain4
SHOX2,Shox2
GPR89A,Gpr89
GPM6A,Gpm6a
DAB2,Dab2
DYDC2,Dydc2
HMGCLL1,Hmgcll1
ANXA9,Anxa9
PDCD6IP,Pdcd6ip
GALC,Galc
RTP1,Rtp1
TNS4,Tns4
FUS,Fus
NKX1-1,Nkx1-1
OR10Q1,Olfr1494
NHLRC1,Nhlrc1
COL6A2,Col6a2
PAX2,Pax2
NADK,Nadk
DMWD,Dmwd
MIR19B1,Mir19b-1
CYP4A11,Cyp4a31
IRF5,Irf5
MOB3B,Mob3b
MBLAC2,Mblac2
MASTL,Mastl
GTF2I,Gtf2i
SLC17A5,Slc17a5
SNORA84,Gm25394
ZNF185,Zfp185
RPL35A,Rpl35a
LEF1,Lef1
SHROOM3,Shroom3
PRR15,Prr15
ZNF324,Zfp324
MAPK13,Mapk13
LIPG,Lipg
IMPA1,Impa1
FBXL4,Fbxl4
WNK3,Wnk3
HIBADH,Hibadh
NME9,Nme9
RHOH,Rhoh
LRRC4,Lrrc4
FGF20,Fgf20
MPEG1,Mpeg1
ZNF567,Zfp300
FGB,Fgb
SLU7,Slu7
TAX1BP3,Tax1bp3
SERINC3,Serinc3
NOD1,Nod1
DAXX,Daxx
GBX1,Gbx1
HOGA1,Hoga1
TSPAN4,Tspan4
C2CD2L,C2cd2l
H2AFX,H2afx
RF01950,Gm27539
ARHGAP40,Arhgap40
CNPPD1,Cnppd1
PEX3,Pex3
C3orf14,3830406C13Rik
HNRNPA2B1,Hnrnpa2b1
IMPDH1,Impdh1
SLC4A3,Slc4a3
TFG,Tfg
ACTL9,Actl9
DCT,Dct
PCK2,Pck2
SNORD53,Snord53
FANCA,Fanca
EXOC5,Exoc5
DDAH2,Ddah2
NT5C3B,Nt5c3b
PTPN3,Ptpn3
PVRIG,LOC102640920
GPR4,Gpr4
CYSRT1,Cysrt1
PLA2G7,Pla2g7
SOWAHA,Sowaha
OTOR,Otor
AMER1,Amer1
RNA5SP463,n-R5s161
IGFBP3,Igfbp3
SERPINA9,Serpina9
NOL7,Nol7
CXCR3,Cxcr3
RPL8,Rpl8
NR2F1,Nr2f1
CLSTN3,Clstn3
SCFD2,Scfd2
BICD1,Bicd1
HIST1H4L,Hist1h4n
ANKRD22,Ankrd22
FCGRT,Fcgrt
MIR106B,Mir106b
CRLS1,Crls1
ZNF672,Zfp672
MRPL18,Mrpl18
RBM41,Rbm41
VPS11,Vps11
PTGIS,Ptgis
ANKS4B,Anks4b
AP2A2,Ap2a2
PCP4,Pcp4
FANCB,Fancb
TRAPPC6B,Trappc6b
TK2,Tk2
KDM4A,Kdm4a
DTNB,Dtnb
TMEM59,Tmem59
EDEM3,Edem3
RAPGEF5,Rapgef5
FGFR1OP,Fgfr1op
GLIS2,Glis2
GATA5,Gata5
OR5I1,Olfr152
KDELC2,Kdelc2
NRIP3,Nrip3
C5orf49,1700001L19Rik
PDCL2,Pdcl2
ST14,St14
NELFB,Nelfb
DCK,Dck
PLXNA3,Plxna3
MZF1,Mzf1
IL6ST,Il6st
ADD1,Add1
CCHCR1,Cchcr1
MRC1,Mrc1
PARG,Parg
MS4A15,Ms4a15
DBX2,Dbx2
TMEM212,Tmem212
FUT2,Fut2
PLPP5,Plpp5
TRMT5,Trmt5
TMC5,Tmc5
APLF,Aplf
COPS3,Cops3
PLEKHJ1,Plekhj1
EI24,Ei24
HK1,Hk1
IL1R1,Il1r1
RBMX2,Rbmx2
SNORD113-1,Gm22962
RRAGB,Rragb
EIF3D,Eif3d
HIST1H1E,Hist1h1e
MYH3,Myh3
FAM241A,Fam241a
DUSP4,Dusp4
IWS1,Iws1
NOS1AP,Nos1ap
SMIM31,BC030870
AC008755.1,Zc3h4
CYB561,Cyb561
DCDC2B,Dcdc2b
PRDM14,Prdm14
SLC4A8,Slc4a8
RTN2,Rtn2
FOXN4,Foxn4
SMAP1,Smap1
DSC1,Dsc1
PPP6R1,Ppp6r1
RNU6-1299P,Gm22935
CDCA8,Cdca8
KIF28P,Gm1305
TMEM173,Tmem173
IYD,Iyd
BAHCC1,Bahcc1
GIMAP8,Gimap8
CYP39A1,Cyp39a1
DEXI,Dexi
HLA-G,H2-M3
CGA,Cga
MMP2,Mmp2
SEPT4,Sept4
THOP1,Thop1
EPOR,Epor
OIP5,Oip5
C20orf194,4930402H24Rik
PRDM12,Prdm12
ATG4C,Atg4c
PRICKLE1,Prickle1
TXNDC2,Txndc2
GMEB2,Gmeb2
SNORD1A,Snord1a
AC011448.1,Yjefn3
RLF,Rlf
FCGR1A,Fcgr1
HIST1H2BI,Hist1h2bc
UTP4,Utp4
SNX18,Snx18
KCNK6,Kcnk6
ZNF322,Zfp322a
ATP2A1,Atp2a1
TMEM54,Tmem54
C19orf24,1600002K03Rik
LRRIQ4,Lrriq4
HSDL1,Hsdl1
MARS2,Mars2
ACSS3,Acss3
TMC3,Tmc3
SUN2,Sun2
PRELP,Prelp
IDO1,Ido1
CCDC92,Ccdc92
ATP5F1,Atp5f1
ZMYM2,Zmym2
SNORA9,Snora9
TNFRSF1B,Tnfrsf1b
OTX1,Otx1
G6PC3,G6pc3
TUSC1,Tusc1
PHF21A,Phf21a
RGS9,Rgs9
SLC38A4,Slc38a4
ATG9B,Atg9b
ARID4B,Arid4b
ARL13B,Arl13b
CBLB,Cblb
COL4A2,Col4a2
GLMN,Glmn
AGPAT1,Agpat1
PITPNM1,Pitpnm1
ZNF845,LOC102633782
VPREB1,Vpreb2
DIEXF,Diexf
PATE4,Pate4
CD180,Cd180
DGKQ,Dgkq
TPK1,Tpk1
EFR3B,Efr3b
PPIC,Ppic
SGCZ,Sgcz
PDPR,Pdpr
RTN4RL2,Rtn4rl2
SLITRK3,Slitrk3
HIST1H4K,Hist1h4j
NPEPPS,Npepps
NPEPL1,Npepl1
FUCA2,Fuca2
PNPLA8,Pnpla8
RF01877,Gm27998
MS4A18,Ms4a18
ETFRF1,Etfrf1
TLR1,Tlr1
NBAS,Nbas
OR10A3,Olfr518
SLFNL1,Slfnl1
TWIST2,Twist2
CRACR2A,Cracr2a
TPRG1,Tprg
S100A13,S100a13
CYP7B1,Cyp7b1
SLC6A15,Slc6a15
PHGDH,Phgdh
UBXN2A,Ubxn2a
PAX5,Pax5
HRASLS5,Hrasls5
SSTR1,Sstr1
EDC3,Edc3
CYB5D2,Cyb5d2
CCL1,Ccl1
ZFR,Zfr
UBE2I,Ube2i
BCL2A1,Bcl2a1a
KIAA0100,2610507B11Rik
ORC4,Orc4
CHRM2,Chrm2
KLK13,Klk13
CPE,Cpe
PLEKHG6,Plekhg6
TEFM,Tefm
PTPRJ,Ptprj
KLHL15,Klhl15
HUWE1,Huwe1
DENND2C,Dennd2c
WWTR1,Wwtr1
CRIP2,Crip2
CLIC1,Clic1
OR6F1,Olfr308
NDUFA2,Ndufa2
DCUN1D4,Dcun1d4
FBXO33,Fbxo33
SOX10,Sox10
ADAM22,Adam22
RALBP1,Ralbp1
CCDC184,Ccdc184
PIGH,Pigh
USP40,Usp40
MLPH,Mlph
NLRX1,Nlrx1
SLC16A7,Slc16a7
GALNT1,Galnt1
LBP,Lbp
ZNF330,Zfp330
RASA1,Rasa1
TTLL7,Ttll7
FCN1,Fcnb
NR3C2,Nr3c2
SNRNP70,Snrnp70
NT5E,Nt5e
IFI35,Ifi35
PTPN22,Ptpn22
EPS8,Eps8
PTPN7,Ptpn7
DNAJB13,Dnajb13
BRMS1L,Brms1l
AMN,Amn
P2RY10,P2ry10
STK38,Stk38
COG6,Cog6
FBXO8,Fbxo8
MAPK11,Mapk11
HECW1,Hecw1
ATG4A,Atg4a
LHX9,Lhx9
HHIPL1,Hhipl1
PKN3,Pkn3
RN7SKP294,Gm22793
UBE2S,Ube2s
RSPO3,Rspo3
TNFRSF14,Tnfrsf14
TXNRD3,Txnrd3
HMX3,Hmx3
TRMT44,Trmt44
MTX2,Mtx2
LCP1,Lcp1
EBF4,Ebf4
FHOD1,Fhod1
RDH12,Rdh12
BACE1,Bace1
CTR9,Ctr9
TSHZ3,Tshz3
MICALL2,Micall2
PTGER4,Ptger4
TPD52L1,Tpd52l1
SMC1A,Smc1a
RAD51AP2,Rad51ap2
RAB19,Rab19
SVEP1,Svep1
KDM4D,Kdm4d
FAM69C,Fam69c
SLC22A3,Slc22a3
ACCSL,Accsl
DOC2B,Doc2b
LLCFC1,Llcfc1
MZT2A,Mzt2
ZNF750,Zfp750
NKAPL,Nkapl
DCAF12,Dcaf12
CD164L2,Cd164l2
CXCL14,Cxcl14
LENG9,Leng9
LZTS1,Lzts1
LCN2,Lcn2
WARS2,Wars2
ACVR2A,Acvr2a
IRX3,Irx3
MYLK2,Mylk2
PRKX,Prkx
BTRC,Btrc
PIK3C2G,Pik3c2g
MIR532,Mir532
MIR9-3,Mir9-3
ACOXL,Acoxl
GAREM2,Garem2
GTF2F1,Gtf2f1
ANGPTL7,Angptl7
ARIH2,Arih2
SNAPC4,Snapc4
DLGAP3,Dlgap3
HEATR1,Heatr1
PDIA4,Pdia4
MKX,Mkx
TMEM160,Tmem160
NPM1,Npm1
TSPAN15,Tspan15
ANGPTL1,Angptl1
C5orf47,4930524B15Rik
HYKK,Hykk
MFSD14B,Mfsd14b
CNPY4,Cnpy4
PROZ,Proz
TRAV4,Trav2
TRBC1,Trbc1
CCNI,Ccni
PELO,Pelo
ZFR2,Zfr2
HOXA1,Hoxa1
AVEN,Aven
RNU6-1280P,Gm24776
NPY4R,Npy4r
AKAP8,Akap8
FRG1,Frg1
PEBP1,Pebp1
SOX2,Sox2
FZD2,Fzd2
ARMC4,Armc4
ELOVL2,Elovl2
MPP6,Mpp6
YTHDF3,Ythdf3
UBTF,Ubtf
STARD3NL,Stard3nl
KLHL13,Klhl13
MRPL37,Mrpl37
IPMK,Ipmk
PAXX,Paxx
PPA2,Ppa2
TRIM8,Trim8
GCGR,Gcgr
PPFIBP2,Ppfibp2
TGM3,Tgm3
MIR488,Mir488
CLCN5,Clcn5
SLAMF7,Slamf7
ZNF639,Zfp639
SOSTDC1,Sostdc1
PARP2,Parp2
TTLL6,Ttll6
DPY19L2,Dpy19l2
LMNTD2,Lmntd2
CASD1,Casd1
KCNH3,Kcnh3
SERINC5,Serinc5
SUSD5,Susd5
SLC22A23,Slc22a23
SNORA63B,Gm24201
MCPH1,Mcph1
AXL,Axl
INO80C,Ino80c
RUNDC3B,Rundc3b
ITPKB,Itpkb
KCNA7,Kcna7
OR56B1,Olfr657
TPMT,Tpmt
PACRGL,Pacrgl
YIF1A,Yif1a
AREG,Areg
BCKDHA,Bckdha
P2RY4,P2ry4
FGF13,Fgf13
SNORD113-9,Gm24899
FKBP9,Fkbp9
ACOT6,Acot6
CCDC120,Ccdc120
SAYSD1,Saysd1
C1orf115,C130074G19Rik
CATSPERG,Catsperg1
CELF5,Celf5
AHI1,Ahi1
NCDN,Ncdn
SNAPC5,Snapc5
CSDC2,Csdc2
UPF3B,Upf3b
RNU1-98P,Gm22361
KIAA0368,AI314180
GHR,Ghr
PDCL,Pdcl
KYAT3,Kyat3
ZIC3,Zic3
BTBD7,Btbd7
SCARNA11,Gm23751
SGSM3,Sgsm3
QPCT,Qpct
TUFM,Tufm
TPGS1,Tpgs1
RFESD,Rfesd
PIEZO2,Piezo2
ACSL5,Acsl5
TARBP1,Gm17296
TINAGL1,Tinagl1
PDE1A,Pde1a
LIN7A,Lin7a
MLH3,Mlh3
TMEM238,Tmem238
CREB5,Creb5
SIGLEC8,Siglec5
USP4,Usp4
EXT1,Ext1
ZNF648,Zfp648
TUBGCP6,Tubgcp6
ATP8B3,Atp8b3
AP3S1,Ap3s1
SLC35F6,Slc35f6
ZRSR2,Zrsr2
OR5AK2,Olfr993
SMIM13,Smim13
KRT19,Krt19
TOM1,Tom1
SYT7,Syt7
ODC1,Odc1
CPM,Cpm
CNOT1,Cnot1
CD300LD,Gm11710
FAAH,Faah
MIR125B1,Mir125b-1
ARHGEF33,Arhgef33
METTL17,Mettl17
MADCAM1,Madcam1
TGFA,Tgfa
TKT,Tkt
MSMB,Msmb
RCHY1,Rchy1
YBX1,Ybx1
ASAH2,Asah2
TTC39B,Ttc39b
DDX11,Ddx11
ALDH1A2,Aldh1a2
CTNS,Ctns
IMPDH2,Gm15210
CYBB,Cybb
NFKB2,Nfkb2
AP5M1,Ap5m1
RNU2-63P,Gm23744
RNU6-171P,Gm26011
RF01981,Gm27330
FAM71E2,Fam71e2
EXOC1,Exoc1
PARP11,Parp11
RARRES2,Rarres2
BCL2L1,Bcl2l1
PPP2R5B,Ppp2r5b
OOSP2,Oosp2
IL1RAPL1,Il1rapl1
DMTN,Dmtn
MORN1,Morn1
SNX3,Snx3
CORIN,Corin
VIP,Vip
INHBA,Inhba
TDO2,Tdo2
DLD,Dld
SPTAN1,Sptan1
RN7SKP155,Gm22325
ADAD1,Adad1
PKN1,Pkn1
FBXO31,Fbxo31
VPS13B,Vps13b
OSTN,Ostn
YTHDC2,Ythdc2
TMEM178B,Tmem178b
LRFN5,Lrfn5
TEX48,Tex48
REPS2,Reps2
GLI1,Gli1
WRN,Wrn
ACTA2,Acta2
GPCPD1,Gpcpd1
UBQLN3,Ubqln3
MSRB1,Msrb1
IFNA14,Ifna14
TBCK,Tbck
MRPS30,Mrps30
OR8J3,Olfr1045
IGHMBP2,Ighmbp2
MYL2,Myl2
NUP210,Nup210
SDHAF2,Sdhaf2
EPC1,Epc1
PIM2,Pim2
HIST1H2AJ,Hist1h2af
FXN,Fxn
CEP85,Cep85
RIPK2,Ripk2
STIP1,Stip1
ZBTB20,Zbtb20
MRPS17,Mrps17
RNU6-152P,Gm22943
MRPL41,Mrpl41
TCEAL6,Tceal6
RSPH14,Rsph14
CHCHD10,Chchd10
CMYA5,Cmya5
CCNB1IP1,Ccnb1ip1
ALKBH7,Alkbh7
IGKC,Igkc
BCAN,Bcan
SAMD3,Samd3
ZSCAN21,Zscan21
NAPG,Napg
